AJ;1;01. Atualizacao                             ;aj0101  ;A.  Atualizacao de Informacoes Gerais       ;GERAL                                                                                                                                                                                              ;ADM;1
FA;11;11. Estatisticas                            ;ft0511  ;J.  Eliminacao das Estatisticas             ;GERAL                                                                                                                                                                                              ;ADM,FA0;1334
FA;12;12. Faturamento Retroativo                  ;ft1302  ;A.  Atualizacao NFs de Devolucao            ;GERAL                                                                                                                                                                                              ;ADM,FT0;1335
FA;12;12. Faturamento Retroativo                  ;ft1303  ;B.  Devolucao Notas Fiscais                 ;GERAL                                                                                                                                                                                              ;ADM,FT0;1336
FA;12;12. Faturamento Retroativo                  ;ft1305  ;C.  Relatorio Devolucao Clientes            ;GERAL                                                                                                                                                                                              ;ADM,FT0;1337
FA;12;12. Faturamento Retroativo                  ;ft1301  ;D.  Pre-Calculo do Faturamento Retroativo   ;GERAL                                                                                                                                                                                              ;ADM,FT0;1338
FA;12;12. Faturamento Retroativo                  ;ft1306  ;E.  Calculo do Faturamento Retroativo       ;GERAL                                                                                                                                                                                              ;ADM,FT0;1339
FA;12;12. Faturamento Retroativo                  ;ft1304  ;F.  Relatorio do Faturamento Retroativo     ;GERAL                                                                                                                                                                                              ;ADM,FT0;1340
FA;12;12. Faturamento Retroativo                  ;ft1307  ;G.  Cancelamento NFs Faturamento Retroativo ;GERAL                                                                                                                                                                                              ;ADM,FT0;1341
FA;13;13. Graficos                                ;ft1311  ;A.  Vendas por Familia/Produto              ;GERAL                                                                                                                                                                                              ;ADM,FT0,FT1;1342
FA;13;13. Graficos                                ;ft1312  ;B.  Lucro Bruto por Familia/Produto         ;GERAL                                                                                                                                                                                              ;ADM,FT0,FT1;1343
FA;13;13. Graficos                                ;ft1313  ;C.  Vendas por Regiao/Representante/Cliente ;GERAL                                                                                                                                                                                              ;ADM,FT0,FT1;1344
FA;13;13. Graficos                                ;ft1314  ;D.  Lucro Bruto por Regiao/Repres/Cliente   ;GERAL                                                                                                                                                                                              ;ADM,FT0,FT1;1345
FB;1;01. Cadastros/Listagens do Fat.de Balcao    ;ft1219  ;A.  Atualizacao dos parametros do Fat. Balca;GERAL                                                                                                                                                                                              ;ADM,FT0;1346
FB;1;01. Cadastros/Listagens do Fat.de Balcao    ;ft1202  ;B.  Cadastro de Vendedores                  ;GERAL                                                                                                                                                                                              ;ADM,FT0;1347
FB;1;01. Cadastros/Listagens do Fat.de Balcao    ;ft1203  ;C.  Grupo Cliente X Cond. Pagto.            ;GERAL                                                                                                                                                                                              ;ADM,FT0;1348
FB;1;01. Cadastros/Listagens do Fat.de Balcao    ;ft1204  ;D.  Cadastramento de Catalogos              ;GERAL                                                                                                                                                                                              ;ADM,FT0;1349
FB;1;01. Cadastros/Listagens do Fat.de Balcao    ;ft1205  ;E.  Manutencao dos Catalogos On Line        ;GERAL                                                                                                                                                                                              ;ADM,FT0;1350
FB;1;01. Cadastros/Listagens do Fat.de Balcao    ;ft1206  ;F.  Importacao de Tabela de Preco           ;GERAL                                                                                                                                                                                              ;ADM,FT0;1351
FB;1;01. Cadastros/Listagens do Fat.de Balcao    ;ft1207  ;G.  Listagem dos Parametros do Fat. Balcao  ;GERAL                                                                                                                                                                                              ;ADM,FT0;1352
FB;1;01. Cadastros/Listagens do Fat.de Balcao    ;ft1208  ;H.  Listagem do Cadastro de Vendedores      ;GERAL                                                                                                                                                                                              ;ADM,FT0;1353
FB;1;01. Cadastros/Listagens do Fat.de Balcao    ;ft1209  ;I.  Listagem do Cad. de Clientes X Cond. Pag;GERAL                                                                                                                                                                                              ;ADM,FT0;1354
FB;2;02. Atualizacao Diaria do Fat. de Balcao    ;ft1211  ;A.  Cadastramento de Pedidos e Reservas     ;GERAL                                                                                                                                                                                              ;ADM,FT0;1355
FB;2;02. Atualizacao Diaria do Fat. de Balcao    ;ft1212  ;B.  Emissao da Nota Fiscal                  ;GERAL                                                                                                                                                                                              ;ADM,FT0;1356
FB;2;02. Atualizacao Diaria do Fat. de Balcao    ;ft1213  ;C.  Relatorio de Pedidos e Reservas         ;GERAL                                                                                                                                                                                              ;ADM,FT0;1357
FB;2;02. Atualizacao Diaria do Fat. de Balcao    ;ft1214  ;D.  Relatorio de Vendas por Vendedor        ;GERAL                                                                                                                                                                                              ;ADM,FT0;1358
GE;1;01. Atualizacao                             ;ge0101  ;A.  Parametros do Modulo                    ;GERAL                                                                                                                                                                                              ;ADM,GE0;1359
GE;1;01. Atualizacao                             ;ge0102  ;B.  Geracao do Movimento                    ;GERAL                                                                                                                                                                                              ;ADM,GE0;1360
GE;1;01. Atualizacao                             ;ge0103  ;C.  Atualizacoes Diversas                   ;GERAL                                                                                                                                                                                              ;ADM,GE0;1361
GE;2;02. Consulta                                ;ge0201  ;A.  Consulta Gerencial                      ;GERAL,CONSULTA                                                                                                                                                                                     ;ADM,GE0,GE1;1362
OF;1;01. Atualizacao dos Cadastros Gerais I      ;cd0104  ;A.  Empresas                                ;GERAL                                                                                                                                                                                              ;ADM,CT0;1363
OF;1;01. Atualizacao dos Cadastros Gerais I      ;cd0101  ;B.  Parametros Globais                      ;GERAL                                                                                                                                                                                              ;ADM;1364
OF;1;01. Atualizacao dos Cadastros Gerais I      ;cd0105  ;C.  Contas                                  ;GERAL                                                                                                                                                                                              ;ADM,CT0;1365
OF;1;01. Atualizacao dos Cadastros Gerais I      ;cd0106  ;D.  Sub-contas                              ;GERAL                                                                                                                                                                                              ;ADM,CT0;1366
OF;1;01. Atualizacao dos Cadastros Gerais I      ;cd0107  ;E.  Contas Contabeis                        ;GERAL                                                                                                                                                                                              ;ADM,CT0;1367
OF;1;01. Atualizacao dos Cadastros Gerais I      ;cd0403  ;F.  Estabelecimentos                        ;GERAL                                                                                                                                                                                              ;ADM,CT0;1368
OF;1;01. Atualizacao dos Cadastros Gerais I      ;cd0901  ;G.  Portadores                              ;GERAL                                                                                                                                                                                              ;ADM,CB0;1369
OF;1;01. Atualizacao dos Cadastros Gerais I      ;cd0701  ;H.  Grupo de Clientes                       ;GERAL                                                                                                                                                                                              ;ADM,CR0;1370
OF;1;01. Atualizacao dos Cadastros Gerais I      ;cd0704  ;I.  Clientes                                ;LOJA,INFORMAT,FINANCA,antoniog,claudia,anapaula                                                                                                                                                    ;ADM,CR0,LJ0;1371
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0203  ;A.  Unidades de Medida                      ;GERAL                                                                                                                                                                                              ;ADM,CE0;1372
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0201  ;B.  Grupos de Estoque                       ;GERAL                                                                                                                                                                                              ;ADM,CE0,CT0;1373
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0202  ;C.  Familias                                ;ESTOQUE,LOJA,aldo,levione,CUSTO,telma,magda,INFORMAT                                                                                                                                               ;ADM,CG0;1374
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0204  ;D.  Itens                                   ;ESTOQUE,INFORMAT,aldo,levione,CUSTO,telma,magda,LOJA,renata,carlosrs,pedroa,inalda,janete,tereza,jackson,lilian                                                                                    ;ADM,CG1;1375
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0603  ;E.  Classificacao Fiscal                    ;GERAL                                                                                                                                                                                              ;ADM,OF0;1376
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0903  ;F.  Itens para o Faturamento                ;GERAL                                                                                                                                                                                              ;ADM,FT0;1377
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0905  ;G.  Series                                  ;GERAL                                                                                                                                                                                              ;ADM,OF0;1378
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0407  ;H.  Grupo de Fornecedores                   ;GERAL                                                                                                                                                                                              ;ADM,CT0,CE0;1379
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0401  ;I.  Fornecedores                            ;COMPRA,maranhao,antoniog,INFORMAT                                                                                                                                                                  ;ADM,CG2;1380
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0102  ;J.  Atualizacao de Termos de Abertura/Encerr;GERAL                                                                                                                                                                                              ;ADM,CT0;1381
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0904  ;K.  Atualizacao de Unidades de Federacao    ;GERAL                                                                                                                                                                                              ;ADM,OF0;1382
OF;2;02. Atualizacao dos Cadastros Gerais II     ;cd0918  ;L.  Atualiz.dos Codigos de Vinculacao de IPI;GERAL                                                                                                                                                                                              ;ADM,OF0;1383
OF;3;03. Listagem dos Cadastros Gerais           ;cd0304  ;A.  Empresas                                ;GERAL                                                                                                                                                                                              ;ADM,CT1;1384
OF;3;03. Listagem dos Cadastros Gerais           ;cd0301  ;B.  Parametros Globais                      ;GERAL                                                                                                                                                                                              ;ADM;1385
OF;3;03. Listagem dos Cadastros Gerais           ;cd0305  ;C.  Contas                                  ;GERAL                                                                                                                                                                                              ;ADM,CT1;1386
OF;3;03. Listagem dos Cadastros Gerais           ;cd0306  ;D.  Sub-contas                              ;GERAL                                                                                                                                                                                              ;ADM,CT1;1387
OF;3;03. Listagem dos Cadastros Gerais           ;cd0307  ;E.  Plano de Contas                         ;GERAL                                                                                                                                                                                              ;ADM,CT1;1388
OF;3;03. Listagem dos Cadastros Gerais           ;cd0506  ;F.  Estabelecimentos                        ;GERAL                                                                                                                                                                                              ;ADM,CT1;1389
OF;3;03. Listagem dos Cadastros Gerais           ;cd1001  ;G.  Portadores                              ;GERAL                                                                                                                                                                                              ;ADM,CB0,CB1;1390
OF;3;03. Listagem dos Cadastros Gerais           ;cd0801  ;H.  Grupo de Clientes                       ;GERAL                                                                                                                                                                                              ;ADM,CR1;1391
OF;3;03. Listagem dos Cadastros Gerais           ;cd0804  ;I.  Clientes                                ;GERAL                                                                                                                                                                                              ;ADM,CR1;1392
OF;3;03. Listagem dos Cadastros Gerais           ;cd0501  ;J.  Grupos de Estoque                       ;GERAL                                                                                                                                                                                              ;ADM,CE1;1393
OF;3;03. Listagem dos Cadastros Gerais           ;cd0502  ;K.  Familias                                ;GERAL                                                                                                                                                                                              ;ADM,PD1,SU1;1394
OF;3;03. Listagem dos Cadastros Gerais           ;cd1003  ;L.  Itens                                   ;GERAL                                                                                                                                                                                              ;ADM,PD1;1395
OF;3;03. Listagem dos Cadastros Gerais           ;cd1004  ;M.  Itens por Classificacao Fiscal          ;GERAL                                                                                                                                                                                              ;ADM,OF1;1396
OF;4;04. Atualiz. dos Cadastros de Obrig. Fiscais;of0301  ;A.  Parametros de Obrigacoes Fiscais        ;robson,doralice,jgeraldo,INFORMAT                                                                                                                                                                  ;ADM,OF0;1397
OF;4;04. Atualiz. dos Cadastros de Obrig. Fiscais;cd0604  ;B.  Alteracao de Naturezas de Operacoes     ;robson,parreira,antoniog,INFORMAT                                                                                                                                                                  ;ADM,OF0;1398
OF;4;04. Atualiz. dos Cadastros de Obrig. Fiscais;of0302  ;C.  Controle de Emissao dos Livros          ;GERAL                                                                                                                                                                                              ;ADM,OF0;1399
OF;4;04. Atualiz. dos Cadastros de Obrig. Fiscais;of0305  ;D.  Manutencao Documentos Fiscais           ;GERAL                                                                                                                                                                                              ;ADM,OF0;1400
OF;4;04. Atualiz. dos Cadastros de Obrig. Fiscais;of0306  ;E.  Eliminacao de Documentos Fiscais        ;GERAL                                                                                                                                                                                              ;ADM,OF0;1401
OF;4;04. Atualiz. dos Cadastros de Obrig. Fiscais;of0307  ;F.  Valores Fiscais para Estornos           ;GERAL                                                                                                                                                                                              ;ADM,OF0;1402
OF;4;04. Atualiz. dos Cadastros de Obrig. Fiscais;of0311  ;G.  Consulta de Documentos Fiscais          ;GERAL                                                                                                                                                                                              ;ADM,OF0;1403
OF;4;04. Atualiz. dos Cadastros de Obrig. Fiscais;of0308  ;H.  Guia de Inf. e Apuracao de ICMS         ;GERAL                                                                                                                                                                                              ;ADM,OF0;1404
OF;4;04. Atualiz. dos Cadastros de Obrig. Fiscais;cd0620  ;I.  Cadastro CFOP p/Natureza Operacao       ;OBR-FISC,INFORMAT                                                                                                                                                                                  ;ADM,OF1;1405
OF;4;04. Atualiz. dos Cadastros de Obrig. Fiscais;cd0621  ;J.  Consulta CFOP p/Naturezas Operacao      ;OBR-FISC,INFORMAT                                                                                                                                                                                  ;ADM,OF1;1406
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;cd1007  ;A.  Series                                  ;GERAL                                                                                                                                                                                              ;ADM,OF1;1407
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;cd0508  ;B.  Grupos de Fornecedores                  ;GERAL                                                                                                                                                                                              ;ADM,SU1,PD1,CE1;1408
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;cd0504  ;C.  Fornecedores                            ;GERAL                                                                                                                                                                                              ;ADM,PD1,SU1;1409
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;cd0302  ;D.  Termos de Abertura/Encerramento         ;GERAL                                                                                                                                                                                              ;ADM,CT0;1410
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;of0401  ;E.  Parametros de Obrigacoes Fiscais        ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1411
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;cd0614  ;F.  Naturezas de Operacao                   ;GERAL                                                                                                                                                                                              ;ADM,OF1;1412
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;of0402  ;G.  Controles de Emissao dos Livros         ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1413
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;of0403  ;H.  Codigos de Vinculacao de IPI            ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1414
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;cd1006  ;I.  Unidades de Federacao                   ;GERAL                                                                                                                                                                                              ;ADM,OF1;1415
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;of0405  ;J.  Documentos Fiscais                      ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1416
OF;5;05. Listagem dos Cadastros de Obrig. Fiscais;cd0622  ;K.  Listagem CFOP p/Naturezas Operacao      ;OBR-FISC,INFORMAT                                                                                                                                                                                  ;ADM,OF1;1417
OF;6;06. Relatorios de Entrada                   ;of0520  ;A.  Registro de Entradas                    ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1418
OF;6;06. Relatorios de Entrada                   ;of0530  ;B.  Registro de Entradas para o Comercio    ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1419
OF;6;06. Relatorios de Entrada                   ;of0502  ;C.  Relat.Auxiliar Apuracao ICMS/IPI-Entrada;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1420
OF;6;06. Relatorios de Entrada                   ;of0503  ;D.  Apuracao IPI - Entradas                 ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1421
OF;6;06. Relatorios de Entrada                   ;of0504  ;E.  Apuracao IPI p/Cod.Vinculacao           ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1422
OF;6;06. Relatorios de Entrada                   ;of0505  ;F.  Resumo de Notas de Outros Estados       ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1423
OF;6;06. Relatorios de Entrada                   ;of0506  ;G.  Demonstrativo Adicional ICMS a recolher ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1424
OF;6;06. Relatorios de Entrada                   ;of0507  ;H.  Estorno de ICMS/IPI por Devol.de Cliente;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1425
OF;6;06. Relatorios de Entrada                   ;of0509  ;I.  Relat.Mensal de Entr.Internas/Interest. ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1426
OF;7;07. Relatorios de Saida                     ;of0620  ;A.  Livro Registro de Saidas                ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1427
OF;7;07. Relatorios de Saida                     ;of0630  ;B.  Registro de Saidas para o Comercio      ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1428
OF;7;07. Relatorios de Saida                     ;of0602  ;C.  Rel.Auxiliar Apuracao ICMS/IPI - Saidas ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1429
OF;7;07. Relatorios de Saida                     ;of0603  ;D.  IPI por CFOP e Classificacao Fiscal     ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1430
OF;7;07. Relatorios de Saida                     ;of0604  ;E.  IPI por Codigo de Vinculacao            ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1431
OF;7;07. Relatorios de Saida                     ;of0605  ;F.  Resumo de Notas para Outros Estados     ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1432
OF;7;07. Relatorios de Saida                     ;of0606  ;G.  Estorno de IPI por Saidas Isentas       ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1433
OF;7;07. Relatorios de Saida                     ;of0607  ;H.  Estorno de ICMS por Saidas Isentas      ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1434
OF;7;07. Relatorios de Saida                     ;of0608  ;I.  Estorno ICMS/IPI p/ Devol. a Fornecedor ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1435
OF;7;07. Relatorios de Saida                     ;of0609  ;J.  Registro dos Servicos Prestados         ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1436
OF;7;07. Relatorios de Saida                     ;of0611  ;K.  IPI por Codigo de Vinculacao - MODELO 2 ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1437
OF;7;07. Relatorios de Saida                     ;of0613  ;L.  Relatorio Mensal de Saidas              ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1438
OF;8;08. Relatorios Especiais I                  ;of0701  ;A.  Listagem de Notas para FiSCO(Int/Est)   ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1439
OF;8;08. Relatorios Especiais I                  ;of0702  ;B.  Registro Controle da Producao e Estoque ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1440
OF;8;08. Relatorios Especiais I                  ;of0790  ;C.  Registro de Inventario Mensal           ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1441
OF;8;08. Relatorios Especiais I                  ;of0705  ;D.  Relacao de Emitentes                    ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1442
OF;8;08. Relatorios Especiais I                  ;of0706  ;E.  Codigos de Mercadorias                  ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1443
OF;8;08. Relatorios Especiais I                  ;of0735  ;F.  Gera Arquivo Magnetico para o FISCO     ;GERAL,CONTAB,INFORMAT                                                                                                                                                                              ;ADM,OF0,OF1;1444
OF;8;08. Relatorios Especiais I                  ;of0719  ;G.  Gera Arq. Notas Fiscais - NORMATIVA 68  ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1445
OF;8;08. Relatorios Especiais I                  ;of0739  ;H.  Gera Arq. Notas Fiscais - NORMATIVA 86  ;OBR-FISC,INFORMAT                                                                                                                                                                                  ;ADM,OF0,OF1;1446
OF;8;08. Relatorios Especiais I                  ;of0718  ;I.  Geracao arquivo Magnetico-Normativa 21  ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1447
OF;8;08. Relatorios Especiais I                  ;of0728  ;J.  GIA em meio magnetico - Sao Paulo       ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1448
OF;9;09. Relatorios Especiais II                 ;of0610  ;A.  Demonst. de Estorno de Creditos IPI/ICMS;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1449
OF;9;09. Relatorios Especiais II                 ;of0313  ;B.  Atualizacao dos Valores Apuracao ICMS   ;GERAL                                                                                                                                                                                              ;ADM,OF0;1450
OF;9;09. Relatorios Especiais II                 ;of0715  ;C.  Apuracao CFOP Classificacao Fiscal ICMS ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1451
OF;9;09. Relatorios Especiais II                 ;of0717  ;D.  Registro de Apuracao do ICMS            ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1452
OF;9;09. Relatorios Especiais II                 ;of0314  ;E.  Atualizacao dos valores Apuracao IPI    ;GERAL                                                                                                                                                                                              ;ADM,OF0;1453
OF;9;09. Relatorios Especiais II                 ;of0714  ;F.  Apuracao CFOP Classificacao Fiscal IPI  ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1454
OF;9;09. Relatorios Especiais II                 ;of0721  ;G.  Registro de Apuracao do IPI             ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1455
OF;9;09. Relatorios Especiais II                 ;of0619  ;H.  Credito sobre vendas de Produtos Acabado;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1456
OF;9;09. Relatorios Especiais II                 ;of0722  ;I.  DIPI-Relacao dos Dados dos Remetentes   ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1457
OF;9;09. Relatorios Especiais II                 ;of0723  ;J.  DIPI- Relacao dos Dados dos Destinatario;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1458
OF;9;09. Relatorios Especiais II                 ;of0724  ;K.  DIPI-Relacao dos Dados das Entradas     ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1459
OF;9;09. Relatorios Especiais II                 ;of0725  ;L.  DIPI-Relacao dos Dados das Saidas       ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1460
OF;9;09. Relatorios Especiais II                 ;of0726  ;M.  Auxiliar- DIPI Bebidas                  ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1461
OF;10;10. Relatorios Auxiliares                   ;of0618  ;A.  Relacao Notas Fiscais Canceladas no Mes ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1462
OF;10;10. Relatorios Auxiliares                   ;of0617  ;B.  Relatorio de Operacoes Estaduais        ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1463
OF;10;10. Relatorios Auxiliares                   ;of0720  ;C.  Relacao de Operacoes por Municipio      ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1464
OF;10;10. Relatorios Auxiliares                   ;of0737  ;D.  Demonstrativo de Notas Fiscais          ;OBR-FISC,INFORMAT                                                                                                                                                                                  ;ADM,OF0,OF1;1465
OF;11;11. Relatorios p/Estabelecimentos x Amazonas;of0710  ;A.  Demonstracao Apuracao Mensal ICMS       ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1466
OF;11;11. Relatorios p/Estabelecimentos x Amazonas;of0711  ;B.  Demonstrativo de ICMS Restituivel - AM  ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1467
OF;11;11. Relatorios p/Estabelecimentos x Amazonas;of0616  ;C.  Demonstrativo das Notas c/ Desconto ICMS;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1468
OF;11;11. Relatorios p/Estabelecimentos x Amazonas;of0713  ;D.  Relacao de Documentos Emitidos          ;GERAL                                                                                                                                                                                              ;ADM,OF0,OF1;1469
PD;1;01. Atualizacao dos Cadastros Gerais        ;cd0101  ;A.  Parametros Globais                      ;GERAL                                                                                                                                                                                              ;ADM;1470
PD;1;01. Atualizacao dos Cadastros Gerais        ;cd0104  ;B.  Empresas                                ;GERAL                                                                                                                                                                                              ;ADM,CT0;1471
PD;1;01. Atualizacao dos Cadastros Gerais        ;cd0105  ;C.  Contas                                  ;GERAL                                                                                                                                                                                              ;ADM,CT0;1472
PD;1;01. Atualizacao dos Cadastros Gerais        ;cd0106  ;D.  Sub-Contas                              ;GERAL                                                                                                                                                                                              ;ADM,CT0;1473
PD;1;01. Atualizacao dos Cadastros Gerais        ;cd0107  ;E.  Contas Contabeis                        ;GERAL                                                                                                                                                                                              ;ADM,CT0;1474
PD;1;01. Atualizacao dos Cadastros Gerais        ;cd0403  ;F.  Estabelecimentos                        ;GERAL                                                                                                                                                                                              ;ADM,CT0;1475
PD;1;01. Atualizacao dos Cadastros Gerais        ;cd0901  ;G.  Portadores                              ;GERAL                                                                                                                                                                                              ;ADM,CB0;1476
